class,contributors_enabled,default_profile,default_profile_image,favourites_count,follow_request_sent,followers_count,following,friends_count,geo_enabled,has_extended_profile,is_translation_enabled,is_translator,listed_count,notifications,profile_background_tile,profile_use_background_image,statuses_count,utc_offset,verified,created_at_encoded,created_at_user_encoded,display_url_encoded,expanded_url_encoded,lang_encoded,profile_background_color_encoded,profile_background_image_url_encoded,profile_background_image_url_https_encoded,profile_banner_url_encoded,profile_image_url_encoded,profile_image_url_https_encoded,profile_link_color_encoded,profile_sidebar_border_color_encoded,profile_sidebar_fill_color_encoded,profile_text_color_encoded,time_zone_encoded,translator_type_encoded,url_encoded,url_urls_url_encoded,user_description_encoded,user_location_encoded,user_name_encoded,user_screen_name_encoded
1,0,1,0,284,0,15,0,0,0,0,0,0,0,0,0,1,72,0,0,5173,5225,8,8,13,4,3,3,4983,5210,5210,3,3,3,2,1,1,8,8,5187,6,1701,5225
1,0,1,0,133,0,4,0,0,0,0,0,0,0,0,0,1,7,0,0,5174,5226,8,8,10,4,3,3,4984,5211,5211,3,3,3,2,1,1,8,8,5188,6,2958,5226
1,0,1,0,84,0,7,0,0,0,0,0,0,0,0,0,1,21,0,0,5175,5227,8,8,20,3,1,1,4985,5212,5212,3,3,3,2,1,1,8,8,5189,6,4527,5227
1,0,1,0,716,0,97,0,0,0,0,0,0,0,0,0,1,120,0,0,5176,5228,8,8,3,3,1,1,4986,5213,5213,3,3,3,2,1,1,8,8,5190,6,5053,5228
1,0,1,0,462,0,32,0,292,0,0,0,0,0,0,0,1,89,0,0,5177,5229,8,8,7,3,1,1,4987,5214,5214,3,3,3,2,1,1,8,8,5191,6,5054,5229
1,0,1,0,78,0,2,0,0,0,0,0,0,0,0,0,1,12,0,0,5178,5230,8,8,5,3,1,1,4988,5215,5215,3,3,3,2,1,1,8,8,5192,6,5055,5230
1,0,1,0,278,0,11,0,47,0,0,0,0,0,0,0,1,86,0,0,5179,5231,8,8,2,3,1,1,4989,5216,5216,3,3,3,2,1,1,8,8,5193,6,5056,5231
1,0,1,0,471,0,71,0,0,0,0,0,0,0,0,0,1,188,0,0,5180,5232,8,8,2,3,1,1,4990,5217,5217,3,3,3,2,1,1,8,8,5194,6,1921,5232
1,0,1,0,84,0,6,0,0,0,0,0,0,0,0,0,1,30,0,0,5181,5233,8,8,2,3,1,1,4991,5218,5218,3,3,3,2,1,1,8,8,5195,904,5057,5233
1,0,1,0,590,0,47,0,367,1,0,0,0,0,0,0,1,112,-18000,0,5182,5234,8,8,23,3,1,1,4992,5219,5219,3,3,3,2,22,1,8,8,5196,651,5058,5234
1,0,1,0,140,0,15,0,0,0,0,0,0,0,0,0,1,30,0,0,5183,5235,8,8,2,4,3,3,4993,5220,5220,3,3,3,2,1,1,8,8,5197,6,3463,5235
1,0,0,0,669,0,65,0,384,0,0,0,0,0,0,1,1,126,0,0,5184,5236,8,8,2,112,247,247,4994,5221,5221,276,3,3,2,1,1,8,8,5198,6,5059,5236
1,0,0,0,78,0,18,0,0,0,0,0,0,0,0,1,1,23,-25200,0,5185,5237,630,643,2,3,248,248,4995,5222,5222,38,4,3,2,11,1,649,649,5199,53,5060,5237
1,0,1,0,622,0,53,0,0,0,0,0,0,0,0,0,1,104,10800,0,5186,5238,8,8,23,3,1,1,4996,5223,5223,3,3,3,2,34,1,8,8,5200,6,5061,5238
1,0,1,0,76,0,3,0,0,0,0,0,0,0,0,0,1,15,0,0,5187,5239,8,8,2,3,1,1,4997,5224,5224,3,3,3,2,1,1,8,8,5201,6,5062,5239
1,0,1,0,466,0,28,0,368,0,0,0,0,0,0,0,1,77,0,0,5188,5240,8,8,13,3,1,1,4998,5225,5225,3,3,3,2,1,1,8,8,5202,905,5063,5240
1,0,1,0,145,0,12,0,0,0,0,0,0,0,0,0,1,24,0,0,5189,5241,8,8,5,3,1,1,4999,5226,5226,3,3,3,2,1,1,8,8,5203,906,5064,5241
1,0,1,0,122,0,8,0,0,1,0,0,0,0,0,0,1,21,28800,0,5190,5242,8,8,2,3,1,1,5000,5227,5227,3,3,3,2,5,1,8,8,5204,6,5065,5242
1,0,1,0,327,0,36,0,0,0,0,0,0,0,0,0,1,71,0,0,5191,5243,8,8,19,3,1,1,5001,5228,5228,3,3,3,2,1,1,8,8,5205,6,5066,5243
1,0,0,0,72,0,232,0,0,0,0,0,0,0,0,1,1,33,-10800,0,5192,5244,8,8,3,113,249,249,5002,5229,5229,277,1,3,2,8,1,8,8,5206,907,5067,5244
1,0,1,0,608,0,27,0,0,0,0,0,0,0,0,0,1,95,0,0,5193,5245,8,8,7,3,1,1,5003,5230,5230,3,3,3,2,1,1,8,8,5207,6,5068,5245
1,0,1,0,237,0,14,0,0,0,0,0,0,0,0,0,1,40,0,0,5194,5246,8,8,2,3,1,1,5004,5231,5231,3,3,3,2,1,1,8,8,5208,6,5069,5246
1,0,1,0,197,0,20,0,0,0,0,0,0,0,0,0,1,41,0,0,5195,5247,8,8,7,3,1,1,5005,5232,5232,3,3,3,2,1,1,8,8,5209,6,5070,5247
1,0,0,0,212,0,33,0,0,0,0,0,0,2,0,1,1,1672,-14400,0,5196,5248,631,644,2,6,250,250,5006,5233,5233,24,10,11,7,6,1,650,650,5210,908,5071,5248
1,0,0,0,130,0,4,0,0,0,0,0,0,0,0,0,1,42,3600,0,5197,5249,8,8,2,39,42,42,5007,5234,5234,162,22,25,21,76,1,8,8,5211,909,5072,5249
1,0,1,0,256,0,149,0,0,0,0,0,0,0,0,0,1,94,0,0,5198,5250,8,8,2,3,1,1,5008,5235,5235,3,3,3,2,1,1,8,8,5212,6,5073,5250
1,0,1,0,425,0,43,0,177,0,0,0,0,0,0,0,1,95,0,0,5199,5251,632,645,19,3,1,1,5009,5236,5236,3,3,3,2,1,1,651,651,5213,6,5074,5251
1,0,1,0,329,0,23,0,0,0,0,0,0,0,0,0,1,77,0,0,5200,5252,8,8,2,3,1,1,5010,5237,5237,3,3,3,2,1,1,8,8,5214,6,5075,5252
1,0,1,0,304,0,17,0,0,0,0,0,0,0,0,0,1,51,0,0,5201,5253,8,8,7,3,1,1,5011,5238,5238,3,3,3,2,1,1,8,8,5215,6,5076,5253
1,0,0,0,84,0,130,0,0,0,0,0,0,1,0,0,1,62,0,0,5202,5254,633,646,2,12,251,251,5012,5239,5239,132,8,8,5,42,1,652,652,5216,6,5077,5254
1,0,1,0,468,0,71,0,0,0,0,0,0,0,0,0,1,88,0,0,5203,5255,8,8,2,3,1,1,5013,5240,5240,3,3,3,2,1,1,8,8,5217,6,5078,5255
1,0,1,0,134,0,14,0,0,0,0,0,0,0,0,0,1,14,0,0,5204,5256,8,8,19,4,3,3,5014,5241,5241,3,3,3,2,1,1,8,8,5218,6,5079,5256
1,0,1,0,227,0,5,0,0,0,0,0,0,0,0,0,1,68,0,0,5205,5257,8,8,2,3,1,1,5015,5242,5242,3,3,3,2,1,1,8,8,5219,6,878,5257
1,0,1,0,404,0,24,0,161,0,0,0,0,0,0,0,1,30,0,0,5206,5258,8,8,10,3,1,1,5016,5243,5243,3,3,3,2,1,1,8,8,5220,6,5080,5258
1,0,1,0,118,0,15,0,0,0,0,0,0,0,0,0,1,28,0,0,5207,5259,8,8,19,3,1,1,5017,5244,5244,3,3,3,2,1,1,8,8,5221,6,5081,5259
1,0,0,0,1004,0,19,0,0,0,0,0,0,0,0,0,0,9,0,0,5208,5260,634,647,2,1,1,1,5018,5245,5245,31,1,1,1,1,1,653,653,5222,6,5082,5260
1,0,1,0,120,0,31,0,0,0,0,0,0,0,0,0,1,31,0,0,5209,5261,8,8,2,3,1,1,5019,5246,5246,3,3,3,2,1,1,8,8,5223,6,5083,5261
1,0,1,0,139,0,1,0,0,0,0,0,0,0,0,0,1,16,0,0,5210,5262,8,8,7,3,1,1,5020,5247,5247,3,3,3,2,1,1,8,8,5224,6,5084,5262
1,0,1,0,975,0,81,0,0,0,0,0,0,1,0,0,1,161,0,0,5211,5263,8,8,7,3,1,1,5021,5248,5248,3,3,3,2,1,1,8,8,5225,6,5085,5263
1,0,1,0,924,0,94,0,0,0,0,0,0,0,0,0,1,156,0,0,5212,5264,8,8,2,3,1,1,5022,5249,5249,3,3,3,2,1,1,8,8,5226,6,5086,5264
1,0,1,0,168,0,23,0,0,0,0,0,0,0,0,0,1,40,0,0,5213,5265,8,8,2,3,1,1,5023,5250,5250,3,3,3,2,1,1,8,8,5227,6,5087,5265
1,0,1,0,640,0,56,0,0,0,0,0,0,0,0,0,1,164,0,0,5214,5266,8,8,2,3,1,1,5024,5251,5251,3,3,3,2,1,1,8,8,5228,6,714,5266
1,0,1,0,112,0,15,0,0,0,0,0,0,0,0,0,1,17,0,0,5215,5267,8,8,7,3,1,1,5025,5252,5252,3,3,3,2,1,1,8,8,5229,6,5088,5267
1,0,1,0,73,0,9,0,0,0,1,0,0,0,0,0,1,22,0,0,5216,5268,8,8,18,3,1,1,5026,5253,5253,3,3,3,2,1,1,8,8,5230,6,5089,5268
1,0,1,0,264,0,12,0,0,0,0,0,0,0,0,0,1,50,3600,0,5217,5269,8,8,5,3,1,1,5027,5254,5254,3,3,3,2,4,1,8,8,5231,6,5090,5269
1,0,1,0,169,0,20,0,0,0,0,0,0,0,0,0,1,36,0,0,5218,5270,8,8,7,3,1,1,5028,5255,5255,3,3,3,2,1,1,8,8,5232,6,5091,5270
1,0,1,0,70,0,9,0,0,0,0,0,0,0,0,0,1,17,0,0,1375,5271,8,8,19,3,1,1,5029,5256,5256,3,3,3,2,1,1,8,8,5233,910,4215,5271
1,0,1,0,68,0,40,0,117,0,1,0,0,0,0,0,1,18,0,0,5219,5272,8,8,8,4,3,3,5030,5257,5257,3,3,3,2,1,1,8,8,5234,911,5092,5272
1,0,0,0,166,0,37,0,0,0,0,0,0,0,0,1,1,340,25200,0,5220,5273,8,8,16,39,252,252,5031,5258,5258,50,4,25,21,24,1,8,8,5235,6,5093,5273
1,0,1,0,201,0,14,0,0,0,0,0,0,0,0,0,1,34,0,0,5221,5274,8,8,5,3,1,1,5032,5259,5259,3,3,3,2,1,1,8,8,5236,6,5094,5274
1,0,1,0,906,0,110,0,0,0,0,0,0,0,0,0,1,171,0,0,5222,5275,8,8,2,4,3,3,5033,5260,5260,3,3,3,2,1,1,8,8,5237,6,5095,5275
1,0,1,0,96,0,5,0,0,0,0,0,0,0,0,0,1,20,0,0,5223,5276,8,8,2,3,1,1,5034,5261,5261,3,3,3,2,1,1,8,8,5238,6,5096,5276
1,0,1,0,130,0,7,0,0,0,0,0,0,0,0,0,1,18,0,0,5224,5277,8,8,7,3,1,1,5035,5262,5262,3,3,3,2,1,1,8,8,5239,6,5097,5277
1,0,1,0,761,0,97,0,0,0,0,0,0,1,0,0,1,172,0,0,5225,5278,8,8,2,3,1,1,5036,5263,5263,3,3,3,2,1,1,8,8,5240,6,5098,5278
1,0,1,0,168,0,17,0,101,1,0,0,0,0,0,0,1,36,0,0,5226,5279,8,8,4,3,1,1,5037,5264,5264,3,3,3,2,1,1,8,8,5241,6,5099,5279
1,0,0,0,83,0,19,0,0,0,0,0,0,0,0,0,1,17,0,0,5227,5280,8,8,3,3,253,253,5038,5265,5265,38,4,3,2,42,1,8,8,5242,912,4088,5280
1,0,1,0,477,0,21,0,67,0,0,0,0,0,0,0,1,21,0,0,5228,5281,8,8,10,3,1,1,5039,5266,5266,3,3,3,2,1,1,8,8,5243,6,2219,5281
1,0,1,0,594,0,40,0,376,0,0,0,0,0,0,0,1,111,0,0,5229,5282,8,8,2,3,1,1,5040,5267,5267,3,3,3,2,1,1,8,8,5244,6,5100,5282
1,0,1,0,146,0,13,0,0,0,0,0,0,0,0,0,1,22,0,0,5230,5283,8,8,7,3,1,1,5041,5268,5268,3,3,3,2,1,1,8,8,5245,6,5101,5283
1,0,1,0,323,0,22,0,0,0,0,0,0,0,0,0,1,53,7200,0,5231,5284,8,8,5,3,1,1,5042,5269,5269,3,3,3,2,18,1,8,8,5246,6,5102,5284
1,0,1,0,266,0,23,0,83,0,0,0,0,0,0,0,1,33,-10800,0,5232,5285,8,8,13,3,1,1,5043,5270,5270,3,3,3,2,35,1,8,8,5247,6,1958,5285
1,0,1,0,129,0,14,0,116,0,0,0,0,0,0,0,1,23,0,0,5233,5286,8,8,2,3,1,1,5044,5271,5271,3,3,3,2,1,1,8,8,5248,6,5103,5286
1,0,1,0,341,0,12,0,5,0,0,0,0,0,0,0,1,52,0,0,5234,5287,8,8,2,4,3,3,5045,5272,5272,3,3,3,2,1,1,8,8,5249,6,5104,5287
1,0,1,0,133,0,1,0,13,1,0,0,0,0,0,0,1,17,0,0,5235,5288,8,8,10,3,1,1,5046,5273,5273,3,3,3,2,1,1,8,8,5250,6,5105,5288
1,0,0,0,261,0,13,0,0,0,0,0,0,0,0,0,1,19,0,0,5236,5289,635,648,10,23,10,10,5047,5274,5274,139,2,10,2,1,1,654,654,5251,913,5106,5289
1,0,1,0,173,0,28,0,230,0,0,0,0,0,0,0,1,46,0,0,5237,5290,8,8,2,3,1,1,5048,5275,5275,3,3,3,2,1,1,8,8,5252,6,5107,5290
1,0,1,0,174,0,25,0,0,0,0,0,0,0,0,0,1,58,3600,0,5238,5291,8,8,13,3,1,1,5049,5276,5276,3,3,3,2,4,1,8,8,5253,6,5108,5291
1,0,1,0,258,0,40,0,0,0,0,0,0,0,0,0,1,58,28800,0,5239,5292,8,8,2,3,1,1,5050,5277,5277,3,3,3,2,17,1,8,8,5254,6,5109,5292
1,0,1,0,271,0,22,0,0,0,0,0,0,0,0,0,1,71,0,0,5240,5293,8,8,2,3,1,1,5051,5278,5278,3,3,3,2,1,1,8,8,5255,6,5110,5293
1,0,1,0,230,0,24,0,0,0,0,0,0,0,0,0,1,19,0,0,5241,5294,8,8,10,3,1,1,5052,5279,5279,3,3,3,2,1,1,8,8,5256,6,5111,5294
1,0,1,0,777,0,57,0,0,0,0,0,0,0,0,0,1,143,0,0,5242,5295,8,8,21,4,3,3,5053,5280,5280,3,3,3,2,1,1,8,8,5257,6,5112,5295
1,0,1,0,174,0,19,0,0,0,0,0,0,0,0,0,1,32,0,0,5243,5296,8,8,19,3,1,1,5054,5281,5281,3,3,3,2,1,1,8,8,5258,914,5032,5296
1,0,1,0,202,0,8,0,0,0,0,0,0,0,0,0,1,25,0,0,5244,5297,8,8,7,3,1,1,5055,5282,5282,3,3,3,2,1,1,8,8,5259,6,5113,5297
1,0,1,0,189,0,27,0,0,0,1,0,0,0,0,0,1,41,0,0,5245,5298,8,8,19,4,3,3,5056,5283,5283,3,3,3,2,1,1,8,8,5260,6,5114,5298
1,0,1,0,207,0,17,0,0,0,0,0,0,0,0,0,1,25,0,0,5246,5299,8,8,5,3,1,1,5057,5284,5284,3,3,3,2,1,1,8,8,5261,6,5115,5299
1,0,1,0,1011,0,154,0,0,0,0,0,0,0,0,0,1,206,0,0,5247,5300,8,8,16,3,1,1,5058,5285,5285,3,3,3,2,1,1,8,8,5262,6,5116,5300
1,0,1,0,657,0,29,0,0,0,0,0,0,0,0,0,1,128,0,0,5248,5301,8,8,2,3,1,1,5059,5286,5286,3,3,3,2,1,1,8,8,5263,6,5117,5301
1,0,1,0,262,0,12,0,0,0,0,0,0,0,0,0,1,46,0,0,5249,5302,8,8,4,3,1,1,5060,5287,5287,3,3,3,2,1,1,8,8,5264,6,5118,5302
1,0,1,0,656,0,69,0,673,0,0,0,0,0,0,0,1,91,0,0,5250,5303,8,8,13,3,1,1,5061,5288,5288,3,3,3,2,1,1,8,8,5265,6,5119,5303
1,0,1,0,353,0,26,0,0,0,0,0,0,0,0,0,1,70,0,0,5251,5304,8,8,2,3,1,1,5062,5289,5289,3,3,3,2,1,1,8,8,5266,6,5120,5304
1,0,1,0,220,0,23,0,0,0,0,0,0,0,0,0,1,47,0,0,5252,5305,636,649,3,3,1,1,5063,5290,5290,3,3,3,2,1,1,655,655,5267,6,5121,5305
1,0,0,0,425,0,38,0,0,0,0,0,0,0,0,1,1,133,-10800,0,5253,5306,8,8,2,12,254,254,5064,5291,5291,132,3,3,2,8,1,8,8,5268,915,5122,5306
1,0,1,0,91,0,3,0,0,0,0,0,0,0,0,0,1,17,0,0,5254,5307,8,8,13,3,1,1,5065,5292,5292,3,3,3,2,1,1,8,8,5269,6,5123,5307
1,0,1,0,58,0,5,0,0,0,0,0,0,0,0,0,1,17,0,0,5255,5308,8,8,2,3,1,1,5066,5293,5293,3,3,3,2,1,1,8,8,5270,6,5124,5308
1,0,1,0,157,0,14,0,0,0,0,0,0,0,0,0,1,33,0,0,5256,5309,8,8,16,3,1,1,5067,5294,5294,3,3,3,2,1,1,8,8,5271,6,5125,5309
1,0,1,0,342,0,24,0,0,0,0,0,0,0,0,0,1,65,0,0,5257,5310,8,8,2,3,1,1,5068,5295,5295,3,3,3,2,1,1,8,8,5272,6,5126,5310
1,0,1,0,98,0,2,0,1,0,0,0,0,0,0,0,1,20,0,0,5258,5311,8,8,2,3,1,1,5069,5296,5296,3,3,3,2,1,1,8,8,5273,6,5127,5311
1,0,1,0,561,0,48,0,0,0,0,0,0,0,0,0,1,127,0,0,5259,5312,8,8,2,3,1,1,5070,5297,5297,3,3,3,2,1,1,8,8,5274,6,5128,5312
1,0,1,0,247,0,26,0,0,0,0,0,0,0,0,0,1,50,0,0,5260,5313,8,8,20,3,1,1,5071,5298,5298,3,3,3,2,1,1,8,8,5275,6,5129,5313
1,0,1,0,539,0,52,0,0,0,0,0,0,0,0,0,1,98,0,0,5261,5314,8,8,2,3,1,1,5072,5299,5299,3,3,3,2,1,1,8,8,5276,6,5130,5314
1,0,1,0,341,0,36,0,0,0,0,0,0,0,0,0,1,66,0,0,5262,5315,8,8,13,3,1,1,5073,5300,5300,3,3,3,2,1,1,8,8,5277,916,5131,5315
1,0,1,0,67,0,13,0,0,0,0,0,0,0,0,0,1,3,0,0,5263,5316,8,8,5,3,1,1,5074,5301,5301,3,3,3,2,1,1,8,8,5278,6,5132,5316
1,0,1,0,729,0,56,0,0,1,0,0,0,0,0,0,1,164,0,0,5264,5317,8,8,2,3,1,1,5075,5302,5302,3,3,3,2,1,1,8,8,5279,6,5133,5317
1,0,1,0,344,0,11,0,0,0,0,0,0,0,0,0,1,81,0,0,5265,5318,8,8,6,4,3,3,5076,5303,5303,3,3,3,2,1,1,8,8,5280,6,5134,5318
1,0,1,0,180,0,17,0,0,1,1,0,0,0,0,0,1,44,-28800,0,5266,5319,8,8,2,4,3,3,5077,5304,5304,3,3,3,2,7,1,8,8,5281,6,5135,5319
1,0,1,0,719,0,188,0,935,0,1,0,0,0,0,0,1,491,-18000,0,5267,5320,8,8,2,3,1,1,5078,5305,5305,3,3,3,2,13,1,8,8,5282,917,5136,5320
1,0,1,0,126,0,7,0,0,0,0,0,0,0,0,0,1,28,0,0,5268,5321,8,8,2,3,1,1,5079,5306,5306,3,3,3,2,1,1,8,8,5283,6,5137,5321
1,0,0,0,523,0,66,0,0,0,0,0,0,0,0,0,1,97,0,0,5269,5322,8,8,3,33,80,80,5080,5307,5307,165,15,19,15,1,1,8,8,5284,6,5138,5322
1,0,1,0,406,0,23,0,0,0,0,0,0,0,0,0,1,23,0,0,5270,5323,8,8,10,3,1,1,5081,5308,5308,3,3,3,2,1,1,8,8,5285,6,5139,5323
1,0,1,0,195,0,22,0,0,0,0,0,0,0,0,0,1,41,0,0,5271,5324,8,8,2,3,1,1,5082,5309,5309,3,3,3,2,1,1,8,8,5286,6,5140,5324
1,0,1,0,250,0,18,0,0,0,0,0,0,0,0,0,1,48,0,0,5272,5325,8,8,2,3,1,1,5083,5310,5310,3,3,3,2,1,1,8,8,5287,6,5141,5325
1,0,1,0,77,0,4,0,0,0,0,0,0,0,0,0,1,12,0,0,5273,5326,8,8,4,3,1,1,5084,5311,5311,3,3,3,2,1,1,8,8,5288,6,5142,5326
1,0,1,0,125,0,8,0,0,0,0,0,0,0,0,0,1,40,0,0,5274,5327,8,8,2,3,1,1,5085,5312,5312,3,3,3,2,1,1,8,8,5289,6,5143,5327
1,0,1,0,818,0,11,0,0,0,0,0,0,0,0,0,1,770,-25200,0,5275,5328,8,8,2,3,1,1,5086,5313,5313,3,3,3,2,11,1,8,8,5290,918,5144,5328
1,0,1,0,166,0,7,0,0,0,0,0,0,0,0,0,1,24,0,0,5276,5329,8,8,2,3,1,1,5087,5314,5314,3,3,3,2,1,1,8,8,5291,6,5145,5329
1,0,1,0,222,0,16,0,0,0,0,0,0,0,0,0,1,40,0,0,5277,5330,8,8,7,3,1,1,5088,5315,5315,3,3,3,2,1,1,8,8,5292,6,5146,5330
1,0,1,0,116,0,5,0,0,0,0,0,0,0,0,0,1,24,0,0,5278,5331,8,8,2,3,1,1,5089,5316,5316,3,3,3,2,1,1,8,8,5293,6,5147,5331
1,0,1,0,264,0,18,0,0,0,0,0,0,0,0,0,1,62,0,0,5279,5332,8,8,2,3,1,1,5090,5317,5317,3,3,3,2,1,1,8,8,5294,6,5148,5332
1,0,1,0,1319,0,253,0,0,0,0,0,0,0,0,0,1,549,0,0,5280,5333,8,8,2,3,1,1,5091,5318,5318,3,3,3,2,1,1,8,8,5295,919,5149,5333
1,0,1,0,182,0,44,0,143,0,0,0,0,0,0,0,1,33,0,0,5281,5334,8,8,23,3,1,1,5092,5319,5319,3,3,3,2,1,1,8,8,5296,6,5150,5334
1,0,1,0,490,0,49,0,322,0,0,0,0,0,0,0,1,113,0,0,5282,5335,8,8,7,3,1,1,5093,5320,5320,3,3,3,2,1,1,8,8,5297,6,5151,5335
1,0,1,0,524,0,65,0,930,0,0,0,0,0,0,0,1,111,0,0,5283,5336,8,8,2,4,3,3,5094,5321,5321,3,3,3,2,1,1,8,8,5298,6,5152,5336
1,0,1,0,102,0,11,0,0,0,0,0,0,0,0,0,1,21,0,0,5284,5337,8,8,19,3,1,1,5095,5322,5322,3,3,3,2,1,1,8,8,5299,6,5153,5337
1,0,1,0,615,0,70,0,0,0,0,0,0,0,0,0,1,102,0,0,5285,5338,8,8,7,3,1,1,5096,5323,5323,3,3,3,2,1,1,8,8,5300,6,5154,5338
1,0,1,0,188,0,8,0,0,0,0,0,0,0,0,0,1,62,0,0,5286,5339,8,8,2,3,1,1,5097,5324,5324,3,3,3,2,1,1,8,8,5301,6,5155,5339
1,0,1,0,126,0,12,0,0,0,0,0,0,0,0,0,1,28,0,0,5287,5340,8,8,2,3,1,1,5098,5325,5325,3,3,3,2,1,1,8,8,5302,6,5156,5340
1,0,1,0,348,0,25,0,0,0,0,0,0,0,0,0,1,63,0,0,5288,5341,8,8,2,3,1,1,5099,5326,5326,3,3,3,2,1,1,8,8,5303,6,5157,5341
1,0,1,0,95,0,4,0,0,0,0,0,0,0,0,0,1,11,0,0,5289,5342,8,8,5,3,1,1,5100,5327,5327,3,3,3,2,1,1,8,8,5304,6,5158,5342
1,0,1,0,621,0,37,0,0,0,0,0,0,0,0,0,1,83,0,0,5290,5343,8,8,23,3,1,1,5101,5328,5328,3,3,3,2,1,1,8,8,5305,6,5159,5343
1,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,1,74,-36000,0,5291,5344,8,8,2,66,11,11,5102,5329,5329,208,41,50,2,10,1,8,8,5306,920,5160,5344
1,0,1,0,211,0,16,0,120,0,0,0,0,0,0,0,1,52,0,0,5292,5345,8,8,7,3,1,1,5103,5330,5330,3,3,3,2,1,1,8,8,5307,6,5161,5345
1,0,1,0,298,0,21,0,0,0,0,0,0,0,0,0,1,60,0,0,5293,5346,8,8,2,3,1,1,5104,5331,5331,3,3,3,2,1,1,8,8,5308,6,5162,5346
1,0,1,0,302,0,28,0,0,0,0,0,0,0,0,0,1,35,0,0,5294,5347,8,8,2,3,1,1,5105,5332,5332,3,3,3,2,1,1,8,8,5309,6,5163,5347
1,0,1,0,266,0,29,0,0,0,0,0,0,0,0,0,1,1800,0,0,5295,5348,8,8,2,3,1,1,5106,5333,5333,3,3,3,2,1,1,8,8,5310,6,5164,5348
1,0,1,0,708,0,95,0,0,0,0,0,0,0,0,0,1,124,0,0,5296,5349,8,8,2,3,1,1,5107,5334,5334,3,3,3,2,1,1,8,8,5311,6,1033,5349
1,0,1,0,310,0,46,0,77,0,0,0,0,0,0,0,1,44,0,0,5297,5350,8,8,3,3,1,1,5108,5335,5335,3,3,3,2,1,1,8,8,5312,6,5165,5350
1,0,1,0,128,0,4,0,0,0,0,0,0,0,0,0,1,20,0,0,5298,5351,8,8,2,3,1,1,5109,5336,5336,3,3,3,2,1,1,8,8,5313,6,5166,5351
1,0,1,0,579,0,37,0,109,0,0,0,0,0,0,0,1,100,0,0,5299,5352,8,8,2,3,1,1,5110,5337,5337,3,3,3,2,1,1,8,8,5314,6,5167,5352
1,0,1,0,269,0,23,0,0,0,0,0,0,0,0,0,1,47,0,0,5300,5353,8,8,2,3,1,1,5111,5338,5338,3,3,3,2,1,1,8,8,5315,6,5168,5353
1,0,0,0,75,0,13,0,0,1,0,0,0,0,0,1,1,277,3600,0,5301,5354,8,8,9,2,2,2,5112,5339,5339,278,1,3,2,48,2,8,8,5316,6,2711,5354
1,0,1,0,206,0,14,0,0,0,0,0,0,0,0,0,1,27,0,0,5302,5355,8,8,10,3,1,1,5113,5340,5340,3,3,3,2,1,1,8,8,5317,6,5169,5355
1,0,1,0,590,0,50,0,0,0,0,0,0,0,0,0,1,98,0,0,5303,5356,8,8,18,3,1,1,5114,5341,5341,3,3,3,2,1,1,8,8,5318,6,5170,5356
1,0,1,0,255,0,28,0,0,0,0,0,0,0,0,0,1,195,0,0,5304,5357,8,8,2,3,1,1,5115,5342,5342,3,3,3,2,1,1,8,8,5319,6,5171,5357
1,0,1,0,346,0,40,0,0,0,0,0,0,0,0,0,1,72,0,0,5305,5358,8,8,6,3,1,1,5116,5343,5343,3,3,3,2,1,1,8,8,5320,6,5172,5358
1,0,1,0,241,0,37,0,0,1,0,0,0,0,0,0,1,125,0,0,5306,5359,8,8,2,3,1,1,5117,5344,5344,3,3,3,2,1,1,8,8,5321,921,5173,5359
1,0,1,0,206,0,26,0,0,0,0,0,0,0,0,0,1,56,0,0,5307,5360,8,8,11,3,1,1,5118,5345,5345,3,3,3,2,1,1,8,8,5322,6,3502,5360
1,0,1,0,118,0,14,0,0,0,0,0,0,0,0,0,1,29,0,0,5308,5361,8,8,4,3,1,1,5119,5346,5346,3,3,3,2,1,1,8,8,5323,6,5174,5361
1,0,1,0,237,0,12,0,0,0,0,0,0,0,0,0,1,56,0,0,5309,5362,8,8,2,3,1,1,5120,5347,5347,3,3,3,2,1,1,8,8,5324,6,5175,5362
1,0,1,0,387,0,30,0,0,0,0,0,0,0,0,0,1,80,0,0,5310,5363,8,8,2,3,1,1,5121,5348,5348,3,3,3,2,1,1,8,8,5325,6,5176,5363
1,0,1,0,136,0,6,0,0,0,0,0,0,0,0,0,1,17,0,0,5311,5364,8,8,5,3,1,1,5122,5349,5349,3,3,3,2,1,1,8,8,5326,6,5177,5364
1,0,0,0,175,0,217,0,0,0,0,0,0,0,0,0,1,184,-18000,0,5312,5365,8,8,2,33,255,255,5123,5350,5350,165,15,19,15,13,1,8,8,5327,922,5089,5365
1,0,1,0,104,0,6,0,0,0,1,0,0,0,0,0,1,18,0,0,5313,5366,8,8,18,3,1,1,5124,5351,5351,3,3,3,2,1,1,8,8,5328,6,5178,5366
1,0,1,0,163,0,20,0,0,0,0,0,0,0,0,0,1,15,-36000,0,5314,5367,8,8,10,3,1,1,5125,5352,5352,3,3,3,2,10,1,8,8,5329,6,5179,5367
1,0,1,0,615,0,39,0,0,0,0,0,0,0,0,0,1,113,0,0,5315,5368,8,8,2,3,1,1,5126,5353,5353,3,3,3,2,1,1,8,8,5330,6,5180,5368
