verified,geo_enabled,profile_use_background_image,default_profile,followers_count,friends_count,listed_count,favourites_count,statuses_count,probe_timestamp_encoded,user_name_encoded,user_screen_name_encoded,user_description_encoded,user_created_at_encoded,url_encoded,lang_encoded,protected_encoded,class
0,0,1,1,437,1595,21,84429,16918,5534,5639,5778,5,5778,1,1,1,0
0,1,1,1,367,404,11,36113,20434,5535,5640,5779,5318,5779,1,1,1,0
0,1,1,0,273,280,4,11430,8339,5536,5641,5780,5319,5780,1,1,1,0
0,0,1,1,214,251,6,1757,3052,5536,5642,5781,5320,5781,1,1,1,0
0,0,1,1,336,360,0,65378,23545,5537,5643,5782,5321,5782,1,1,1,0
0,0,1,0,239,766,3,22192,5072,5538,5644,5783,5322,5783,1,1,1,0
0,1,1,1,456,2228,2,12753,6548,5539,5645,5784,5323,5784,2683,1,1,0
0,1,0,0,227,348,6,4713,4398,5540,5646,5785,5324,5785,2684,1,1,0
0,1,0,0,1476,691,58,844,4366,5540,5647,5786,5325,5786,2685,1,1,0
0,0,0,0,1547,113,2,1322,3630,5541,5648,5787,5326,5787,1,1,1,0
0,0,1,1,37,89,4,9127,5663,5542,5649,5788,5327,5788,1,1,1,0
0,1,1,0,1081,1660,34,26411,90803,5543,5650,5789,5328,5789,1,1,1,0
0,1,1,1,1015,849,9,329,24657,5544,5651,5790,5329,5790,1,1,1,0
0,1,0,0,237,977,2,1776,3175,5545,5652,5791,5330,5791,1,1,1,0
0,0,1,0,7092,266,153,2905,5796,5546,5653,5792,5331,5792,2686,1,1,0
0,0,1,1,23,124,0,17,14,5547,5654,5793,5,5793,1,1,1,0
0,1,1,0,284,144,8,758,1159,5548,5655,5794,5332,5794,2687,1,1,0
0,0,1,1,43,159,0,20570,1519,5549,5656,5795,5,5795,1,1,1,0
0,1,1,0,3300,342,103,28391,48450,3562,5657,5796,5333,5796,1,1,1,0
0,1,1,1,667,282,20,70,852,5550,5658,5797,5334,5797,1,1,1,0
0,0,1,1,304,150,3,5836,1486,5551,5659,5798,5335,5798,1,1,1,0
0,1,1,1,45,221,0,3195,948,5552,5660,5799,5336,5799,1,1,1,0
0,0,1,1,425,240,0,52485,25214,5553,5661,5800,5337,5800,1,1,1,0
0,0,1,0,1932,1594,152,44188,26284,5554,5662,5801,5338,5801,1,1,1,0
0,0,0,0,92,120,1,3933,1309,5555,5663,5802,5339,5802,2688,1,1,0
0,0,1,1,111,333,0,5845,2317,5556,5664,5803,5340,5803,2689,1,1,0
0,0,1,0,39,256,1,99,301,5557,5665,5804,5,5804,1,1,1,0
0,1,0,0,1366,1200,23,24615,37415,5558,5666,5805,5341,5805,2690,1,1,0
0,0,1,0,10146,1976,12,8616,7628,5559,5667,5806,5342,5806,2691,1,1,0
0,0,0,0,270,831,0,3843,1547,5560,5668,5807,5343,5807,1,1,1,0
0,0,1,1,193,623,1,10866,5738,5561,5669,5808,5344,5808,1,1,1,0
0,1,1,1,490,771,10,139088,13942,5562,5670,5809,5345,5809,1,1,1,0
0,1,1,0,818,390,8,5042,20238,5563,5671,5810,5346,5810,2692,1,1,0
0,1,1,0,772,1299,27,41933,30003,5564,5672,5811,5347,5811,2693,1,1,0
1,1,0,0,18202,198,151,191,9480,5565,5673,5812,5348,5812,2694,1,1,0
0,1,0,0,1268,3702,12,3870,4391,5565,5674,5813,5349,5813,2695,1,1,0
0,1,0,0,12,45,0,87,58,5566,5675,5814,5350,5814,2696,1,1,0
0,1,1,0,163,159,9,615,6445,5567,5676,5815,5351,5815,1,1,1,0
0,1,0,0,121,165,0,903,424,5568,5677,5816,5352,5816,1,1,1,0
0,0,1,0,1834,1293,40,16227,11005,5569,5678,5817,5353,5817,1,1,1,0
0,0,1,0,146,410,3,2456,553,5570,5679,5818,5354,5818,1,1,1,0
0,1,1,0,822,1840,23,3006,8084,5571,5680,5819,5355,5819,2697,1,1,0
0,1,1,0,1532,601,19,7873,23903,5572,5681,5820,5356,5820,1,1,1,0
0,1,1,0,81,77,1,8474,2114,5573,2283,5821,5357,5821,1,1,1,0
0,1,0,0,190,434,0,12159,4829,5574,5682,5822,5358,5822,2698,1,1,0
0,1,0,0,109251,33024,171,18400,10884,5575,5683,5823,5359,5823,2699,1,1,0
0,1,1,0,828,1547,32,8239,19330,5576,5684,5824,5360,5824,1,1,1,0
1,1,1,0,19481,520,315,9700,7924,5577,5685,5825,5361,5825,2700,1,1,0
0,1,1,0,143,572,2,1097,7188,5577,656,5826,5362,5826,1,1,1,0
0,0,0,0,177,177,5,5824,13585,5577,5686,5827,5363,5827,1,1,1,0
0,1,0,0,294,91,1,12754,6996,5578,5687,5828,5364,5828,1,1,1,0
0,0,1,1,354,555,2,18089,3003,5579,5688,5829,5,5829,1,1,1,0
0,1,1,0,153,425,14,1048,5163,5580,5689,5830,5365,5830,2701,1,1,0
0,0,1,1,241,891,0,14119,13665,5581,5690,5831,5366,5831,1,1,1,0
0,1,1,0,3628,3860,195,3453,20147,5582,5691,5832,5367,5832,2702,1,1,0
0,1,0,0,518,292,20,15057,50694,5583,5692,5833,5368,5833,2703,1,1,0
0,0,0,0,1477,270,72,83683,75464,5584,5693,5834,5369,5834,2704,1,1,0
0,1,1,0,418,2180,99,270,2933,5585,5694,5835,5370,5835,1,1,1,0
0,0,1,0,1587,1457,15,8856,12191,5586,5695,5836,5371,5836,1,1,1,0
0,1,1,1,827,918,18,5303,2121,5587,5696,5837,5372,5837,2705,1,1,0
0,0,1,0,24,84,0,198,2407,5588,5697,5838,5373,5838,1,1,1,0
0,0,0,0,531,745,2,19022,2617,5589,5698,5839,5374,5839,1,1,1,0
0,0,1,1,2,4,0,5,4,5590,5699,5840,5375,5840,1,1,1,0
1,1,1,0,2761565,2388,2244,3640,174260,5591,5700,5841,5376,5841,2706,1,1,0
0,0,1,0,1133,1372,10,2665,7103,5592,5701,5842,5377,5842,1,1,1,0
0,1,1,1,132,900,1,1395,2381,5593,5702,5843,5,5843,1,1,1,0
0,0,1,1,8,30,0,129,39,5594,5703,5844,5378,5844,1,1,1,0
0,1,1,0,3251,3203,96,656,12745,5595,5704,5845,5379,5845,2707,1,1,0
0,1,1,0,1834,3337,87,23057,93448,5596,5705,5846,5380,5846,2708,1,1,0
0,0,1,0,3144,3031,879,2544,96965,5597,5706,5847,5381,5847,2709,1,1,0
0,1,1,0,1433,410,39,8453,49130,5598,5707,5848,5382,5848,2710,1,1,0
0,1,1,0,46,229,3,1053,2994,5599,5708,5849,5383,5849,2711,1,1,0
0,0,1,1,3319,3099,12,4317,8426,5600,5709,5850,5384,5850,1,1,1,0
0,1,1,0,1148,2404,156,1005,19834,5601,5710,5851,5385,5851,2712,1,1,0
0,0,1,0,59,203,0,387,177,5602,5711,5852,5386,5852,1,1,1,0
0,0,1,0,16,39,1,427,616,5603,5712,5853,5387,5853,1,1,1,0
0,0,1,0,149,715,0,3039,1286,5604,5713,5854,5,5854,1,1,1,0
0,0,1,0,2215,791,154,8059,20920,5605,5714,5855,5388,5855,2713,1,1,0
1,1,0,0,84874,1355,2065,585,10332,5606,5715,5856,5,5856,2714,1,1,0
0,0,1,1,273,321,12,1773,3657,5607,5716,5857,5,5857,1,1,1,0
0,0,1,0,361,256,8,14224,17812,5608,5717,5858,5389,5858,2715,1,1,0
0,1,1,0,890,305,77,13142,15063,5609,5718,5859,5390,5859,2716,1,1,0
0,0,0,0,1093,265,41,695,2443,5610,5719,5860,5391,5860,1,1,1,0
0,1,0,0,122,362,0,608,1306,5611,5720,5861,5392,5861,1,1,1,0
0,1,1,0,898,700,23,6399,4073,5612,5721,5862,5393,5862,2717,1,1,0
0,0,1,1,116565,3514,697,21340,105365,5613,5722,5863,5394,5863,2718,1,1,0
0,0,1,1,7,35,0,146,89,5614,1177,5864,5395,5864,1,1,1,0
0,0,1,1,270,152,0,3169,5577,5615,5723,5865,5396,5865,2719,1,1,0
0,0,1,1,63,132,0,182,9,5616,5724,5866,5397,5866,1,1,1,0
0,0,0,0,519,295,29,85833,32775,3589,5725,5867,5398,5867,1,1,1,0
0,1,1,1,7642,189,164,3593,3404,5617,5726,5868,5399,5868,2720,1,1,0
0,1,1,0,1048,80,27,157,13997,5618,5727,5869,5,5869,1,1,1,0
0,1,1,0,2398,2365,55,462,22301,5619,5728,5870,5400,5870,2721,1,1,0
0,0,1,1,4450,1261,8,3838,663,5620,5729,5871,5401,5871,1,1,1,0
0,1,1,0,323,2204,11,6244,4768,5621,5730,5872,5402,5872,2722,1,1,0
1,1,1,0,456514,2626,571,18775,14141,5622,5731,5873,5403,5873,2723,1,1,0
0,1,1,0,1654,2800,48,4543,18414,5623,5732,5874,5404,5874,1,1,1,0
0,0,1,0,5769,242,34,1601,6798,5624,5733,5875,5405,5875,2724,1,1,0
0,1,1,0,6193,4781,657,55225,122740,5625,5734,5876,5406,5876,2725,1,1,0
0,1,1,1,165,883,7,8757,10067,5626,5735,5877,5,5877,1,1,1,0
0,1,1,0,22601,768,116,8650,32534,5627,5736,5878,5407,5878,2726,1,1,0
0,0,1,0,732,506,83,7103,454851,5628,5737,5879,5408,5879,1,1,1,0
1,1,1,1,119919,469,774,3632,7463,5629,5738,5880,5409,5880,2727,1,1,0
0,0,1,1,67,117,0,2695,551,5630,5739,5881,5410,5881,1,1,1,0
0,0,0,0,523,474,20,7518,16052,5631,5740,5882,5411,5882,1,1,1,0
0,0,0,0,360,272,8,6578,1494,5632,5741,5883,5412,5883,2728,1,1,0
0,0,1,0,1629,1503,69,3031,4417,5633,5742,5884,5413,5884,2729,1,1,0
0,0,1,1,160,216,0,7089,3232,5634,5743,5885,5414,5885,1,1,1,0
0,0,0,0,76,169,2,2242,848,5635,5744,5886,5415,5886,1,1,1,0
0,1,1,0,306,847,24,6793,2553,5636,5745,5887,5416,5887,2730,1,1,0
0,1,1,0,114,343,4,2544,2293,5637,5746,5888,5417,5888,1,1,1,0
0,1,0,0,133,452,6,15819,6495,5638,5747,5889,5418,5889,1,1,1,0
0,1,1,1,823,165,41,337,19677,5639,5748,5890,5419,5890,2731,1,1,0
0,0,1,1,123,83,0,88,102,5640,5749,5891,5420,5891,1,1,1,0
0,0,1,1,533,444,5,3598,12081,5641,5750,5892,5421,5892,1,1,1,0
0,1,1,1,502,1674,8,64000,17660,3611,5751,5893,5422,5893,1,1,1,0
0,1,1,0,368,502,23,302,763,5642,5752,5894,5423,5894,1,1,1,0
0,1,0,0,2763,3006,47,23617,17036,5643,5753,5895,5424,5895,1,1,1,0
1,1,1,0,21504,632,348,889,7420,3613,5754,5896,5425,5896,2732,1,1,0
0,1,1,1,110,417,2,5112,12138,5644,5755,5897,5426,5897,1,1,1,0
0,1,0,0,6982,1249,381,3220,258781,5645,5756,5898,5427,5898,2733,1,1,0
0,1,1,0,450,867,22,6765,6288,5646,5757,5899,5428,5899,1,1,1,0
1,1,1,0,42908,996,111,26248,2925,5647,5758,5900,5429,5900,2734,1,1,0
0,0,1,1,45,301,0,1742,1058,5648,5759,5901,5430,5901,1,1,1,0
0,1,1,0,371,1466,12,1439,3952,5649,5760,5902,5431,5902,1,1,1,0
1,1,1,1,31959,151,106,9,284,5650,5761,5903,5432,5903,1,1,1,0
0,1,1,1,29,248,0,731,287,3616,5762,5904,5,5904,1,1,1,0
0,0,1,1,33,109,0,1222,298,5651,5763,5905,5433,5905,1,1,1,0
0,1,1,0,1278,1573,62,11767,11503,5652,5764,5906,5434,5906,2735,1,1,0
0,0,0,0,87,90,0,12398,1239,3620,5765,5907,5435,5907,1,1,1,0
0,1,1,0,235,1123,12,7392,1427,3623,5766,5908,5436,5908,2736,1,1,0
0,1,1,0,925,384,19,89556,37944,3623,5767,5909,5437,5909,1,1,1,0
0,1,1,0,303,981,21,4078,6109,5653,5768,5910,5438,5910,1,1,1,0
0,0,1,0,2044,483,96,11125,10987,5654,5769,5911,5439,5911,2737,1,1,0
0,1,1,1,68,153,5,6340,2867,5655,5770,5912,5440,5912,1,1,1,0
0,1,0,0,720,1199,16,22935,2614,5656,5771,5913,5441,5913,2738,1,1,0
0,1,1,0,3236,4994,175,89719,91297,5657,5772,5914,5442,5914,2739,1,1,0
0,1,1,1,33,147,2,49,1908,5658,5773,5915,5443,5915,1,1,1,0
0,0,1,0,2812,1386,47,1106,378,5659,5774,5916,5444,5916,1,1,1,0
1,1,1,0,1095,1249,26,5032,18042,5660,5775,5917,5445,5917,2740,1,1,0
0,0,1,1,22,132,0,424,49,5661,5776,5918,5446,5918,1,1,1,0
0,1,1,1,679,1930,7,28707,20147,5662,5777,5919,5447,5919,1,1,1,0
0,0,1,1,163,234,4,2736,657,5663,5778,5920,5448,5920,1,1,1,0
0,1,1,0,40072,29029,103,13900,96756,5664,5779,5921,5449,5921,1,1,1,0
0,1,1,1,148,581,7,2162,2207,5665,5780,5922,5450,5922,1,1,1,0
0,1,1,0,2492,1090,44,34045,59028,5666,5781,5923,5451,5923,1,1,1,0
0,0,1,1,2698,612,9,1403,9852,5667,5782,5924,5452,5924,1,1,1,0
0,1,1,0,409,571,7,16694,14733,5668,5783,5925,5453,5925,1,1,1,0
0,0,1,1,59,109,6,21323,8476,5669,5784,5926,5454,5926,1,1,1,0
0,0,1,0,574,2014,9,11393,44479,5670,5785,5927,5455,5927,1,1,1,0
0,1,0,0,2173,937,78,4911,25390,5671,5786,5928,5456,5928,2741,1,1,0
0,1,1,1,294,99,38,1,2550,5672,5787,5929,5457,5929,2742,1,1,0
0,1,1,0,132,351,1,15702,6358,5673,5788,5930,5458,5930,1,1,1,0
0,0,1,1,374,586,45,713,3723,5674,5789,5931,5459,5931,2743,1,1,0
0,0,1,0,944,715,1,989,4439,3196,5688,5932,5460,5932,2744,1,1,0
0,1,1,0,397,350,5,19935,19714,5675,5790,5933,5461,5933,1,1,1,0
1,0,1,0,13256,519,311,6229,29111,5676,5791,5934,5462,5934,2745,1,1,0
0,1,1,0,102,246,0,2707,1733,5676,5792,5935,5463,5935,1,1,1,0
0,1,1,1,56,145,0,80,325,5677,5793,5936,5464,5936,1,1,1,0
0,0,1,0,2090,4415,94,14357,43978,3636,5794,5937,5465,5937,2746,1,1,0
0,1,1,0,312,433,4,31691,10275,5678,5795,5938,5466,5938,1,1,1,0
0,0,1,1,67,193,0,1002,190,5679,5788,5939,5467,5939,1,1,1,0
0,0,0,0,225,452,11,5812,5576,5680,5796,5940,5468,5940,1,1,1,0
1,1,1,1,3954,980,106,3523,4795,5681,5797,5941,5469,5941,2747,1,1,0
0,1,1,0,774,934,2,14609,19618,5682,5798,5942,5470,5942,2099,1,1,0
0,1,1,0,717,762,6,41736,71112,5683,5799,5943,5471,5943,1,1,1,0
0,0,1,1,67,214,4,789,1046,5684,5800,5944,5472,5944,1,1,1,0
0,0,1,0,5419,5452,40,18979,34456,3644,5801,5945,5473,5945,1,1,1,0
0,1,1,0,9191,1918,736,1855,253695,3645,5802,5946,5474,5946,2748,1,1,0
0,1,1,1,2604,2761,15,85958,28391,5685,5803,5947,5475,5947,1,1,1,0
0,1,1,0,4438,1471,147,58681,66593,5686,5804,5948,5476,5948,2749,1,1,0
0,0,1,1,2570,3116,40,2934,2692,5687,5805,5949,5477,5949,2750,1,1,0
0,0,1,1,3037,3238,0,4483,3776,5688,5806,5950,5478,5950,1,1,1,0
0,0,0,0,2560,4963,23,2571,352,5689,5807,5951,5479,5951,2751,1,1,0
0,1,1,1,1052,890,9,25313,20505,5690,5808,5952,5480,5952,1,1,1,0
0,1,1,0,78752,66602,712,1057,28715,5691,5809,5953,5481,5953,2752,1,1,0
1,1,0,0,19122,1166,219,25562,21335,5692,5810,5954,5482,5954,2753,1,1,0
0,0,1,1,245,11,0,115,79,5693,5811,5955,5483,5955,1,1,1,0
0,0,1,1,33,66,0,2043,607,5694,5812,5956,5,5956,1,1,1,0
0,1,1,1,139,199,0,4949,712,5695,5813,5957,5484,5957,1,1,1,0
0,0,1,0,1920,200,67,22271,88031,5695,5814,5958,5485,5958,2754,1,1,0
0,0,1,0,647,1393,30,1307,2763,5696,5815,5959,5486,5959,1,1,1,0
0,1,1,0,169,402,29,392,5512,5697,5816,5960,5487,5960,1,1,1,0
0,1,0,0,231,274,0,15243,13250,5698,5817,5961,5488,5961,1,1,1,0
0,0,0,0,517,553,12,29,2082,5699,5818,5962,5,5962,2755,1,1,0
0,0,0,0,5240,4501,27,14186,78619,3653,5819,5963,5489,5963,1,1,1,0
0,1,1,0,179,207,4,1130,692,5700,5820,5964,5490,5964,1,1,1,0
0,0,1,1,21,96,0,8157,1432,5701,5821,5965,5491,5965,1,1,1,0
0,1,1,0,132,790,8,4914,1993,5702,5822,5966,5492,5966,1,1,1,0
0,1,1,0,539,970,6,16110,21252,5703,5823,5967,5493,5967,2756,1,1,0
0,1,1,1,266,180,0,5462,2569,5704,5824,5968,5494,5968,1,1,1,0
0,1,1,0,3600,1564,43,13636,275871,5705,5825,5969,5495,5969,2757,1,1,0
0,0,1,0,2169,1593,10,16110,5446,5706,5826,5970,5496,5970,2758,1,1,0
1,1,0,0,17757,1288,131,20847,4952,5707,5827,5971,5497,5971,2759,1,1,0
0,1,1,0,441,622,2,10944,2372,5708,5828,5972,5498,5972,1,1,1,0
0,1,1,0,798,1305,10,29828,26486,5709,5829,5973,5499,5973,1,1,1,0
0,0,0,0,350,396,13,7161,2809,5710,5830,5974,5500,5974,2760,1,1,0
0,1,1,0,416,548,18,1043,4912,3661,5831,5975,5501,5975,2761,1,1,0
0,0,1,1,381,436,65,2618,2187,5711,5832,5976,5502,5976,2762,1,1,0
0,0,0,0,3737,431,21,43269,21169,5712,5833,5977,5503,5977,2763,1,1,0
1,1,1,1,242262,195,1165,537,1821,5713,5834,5978,5504,5978,2764,1,1,0
0,1,1,1,32,163,0,348,554,5714,5835,5979,5505,5979,1,1,1,0
0,0,1,0,2602,2345,80,5576,10712,5715,5836,5980,5506,5980,2765,1,1,0
0,0,0,0,32,217,0,606,386,5716,5837,5981,5507,5981,1,1,1,0
0,0,0,0,1461,1694,29,56270,19118,5717,5838,5982,5508,5982,1,1,1,0
0,1,1,0,109,141,15,1154,10738,5718,5839,5983,5509,5983,1,1,1,0
0,1,1,0,334,120,4,69696,27200,5719,5840,5984,5510,5984,1,1,1,0
0,1,1,1,73,74,1,505,333,5720,5841,5985,5511,5985,1,1,1,0
1,1,1,0,24968,849,980,150,4036,5721,5842,5986,5512,5986,2766,1,1,0
0,1,1,0,9234,1651,118,4059,25457,5722,5843,5987,5513,5987,2767,1,1,0
0,1,1,0,1381,689,65,5690,70799,5723,5844,5988,5514,5988,2768,1,1,0
0,0,1,1,77,402,1,2466,1438,5724,5845,5989,5515,5989,2769,1,1,0
0,0,0,0,67,324,0,24,10445,5725,5846,5990,5516,5990,2770,1,1,0
0,1,1,1,244,371,1,10418,2622,5726,5847,5991,5517,5991,1,1,1,0
1,1,1,0,28187,4751,560,3525,10171,5727,5848,5992,5518,5992,2771,1,1,0
0,1,1,0,575,473,0,1846,7909,3692,5849,5993,5519,5993,1,1,1,0
0,0,1,0,53,365,0,3133,1163,5728,5850,5994,5520,5994,1,1,1,0
0,0,0,0,125,194,1,1815,455,5729,5851,5995,5521,5995,2772,1,1,0
0,1,1,0,838,1262,42,3487,1471,5730,5852,5996,5522,5996,1,1,1,0
0,1,0,0,330,150,16,605,73119,3704,5853,5997,5523,5997,2773,1,1,0
0,1,0,0,54,73,1,18043,526,5731,5854,5998,5524,5998,1,1,1,0
0,1,0,0,1342,749,6,16438,17371,5732,5855,5999,5525,5999,1,1,1,0
0,1,0,0,4306,4995,306,191218,97272,5732,5856,6000,5526,6000,1,1,1,0
0,0,1,0,538,560,3,967,21610,5733,5857,6001,5527,6001,2774,1,1,0
0,1,0,0,54,184,5,309,364,5734,5858,6002,5528,6002,2775,1,1,0
1,1,1,0,10429,1363,886,4289,12238,5735,5859,6003,5529,6003,2776,1,1,0
0,1,1,0,52848,497,811,35024,44793,5735,5860,6004,5530,6004,2777,1,1,0
0,1,0,0,147,521,4,127,501,3710,5432,6005,5531,6005,2778,1,1,0
0,1,1,0,463,260,6,71199,21255,5736,5861,6006,5532,6006,1,1,1,0
0,1,1,0,2089,2831,143,2813,1807,5737,5862,6007,5533,6007,2779,1,1,0
0,1,1,1,3902,540,19,14957,10072,5738,5863,6008,5534,6008,2780,1,1,0
1,1,1,1,39080,691,256,2132,884,3712,5864,6009,5535,6009,2781,1,1,0
0,1,1,1,7857,771,141,20350,210919,5739,5865,6010,5536,6010,1,1,1,0
0,0,1,1,5,122,1,1759,179,5740,5866,6011,5537,6011,1,1,1,0
0,1,1,0,479,1150,19,956,7056,5741,5867,6012,5538,6012,2782,1,1,0
0,0,0,0,442,665,19,25977,32108,5742,5868,6013,5539,6013,1,1,1,0
0,1,1,1,67,318,7,146,750,5743,5869,6014,5540,6014,1,1,1,0
0,1,1,0,906,1828,38,4304,32119,5744,5870,6015,5541,6015,2783,1,1,0
0,0,0,0,2146,241,13,11736,5206,5745,5871,6016,5542,6016,2784,1,1,0
0,1,1,1,5227,1107,99,31409,40986,5746,5872,6017,5543,6017,2785,1,1,0
0,0,0,0,745,1486,0,1717,4019,5747,5873,6018,5544,6018,2786,1,1,0
0,1,0,0,705,1014,36,3952,4701,5748,5874,6019,5545,6019,2787,1,1,0
0,0,1,0,404,732,20,7602,17578,5749,5875,6020,5546,6020,2788,1,1,0
0,1,0,0,1016,684,19,25725,47479,5750,5876,6021,5547,6021,2789,1,1,0
0,0,1,0,266,608,4,458,1616,5751,5877,6022,5548,6022,1,1,1,0
0,1,1,0,238,366,12,210,7451,5752,5878,6023,5549,6023,2790,1,1,0
1,1,1,1,2273,790,46,8355,8123,5753,5879,6024,5550,6024,2791,1,1,0
0,0,1,0,203,776,7,2121,12038,5754,5880,6025,5,6025,1,1,1,0
0,1,1,1,102,322,5,45,104,5755,5881,6026,5551,6026,2792,1,1,0
0,1,1,0,7744,7086,239,4615,8824,5755,5882,6027,5552,6027,2793,1,1,0
0,0,1,0,2748,1846,106,1717,17386,5756,5883,6028,5553,6028,1,1,1,0
1,1,0,0,3924,907,91,2917,1628,5757,5884,6029,5554,6029,2794,1,1,0
0,0,0,0,20808,20884,16,48010,45578,5758,5885,6030,5555,6030,2795,1,1,0
0,0,1,1,105,400,2,634,294,5759,5886,6031,5556,6031,1,1,1,0
0,0,1,0,85,339,0,86620,5449,3736,5887,6032,5557,6032,2796,1,1,0
0,1,1,0,71959,4743,638,150576,137555,5760,5888,6033,5558,6033,1,1,1,0
0,1,1,0,131,213,0,611,162,5761,5889,6034,5,6034,1,1,1,0
0,0,1,0,2500,1000,176,19719,26913,5762,5890,6035,5559,6035,2797,1,1,0
1,1,0,0,17570,1744,119,50295,21287,5763,5891,6036,5560,6036,2798,1,1,0
0,1,1,0,1160,2365,3,34830,7710,5764,5892,6037,5561,6037,1,1,1,0
0,0,0,0,25315,19990,61,1041,6114,5765,5893,6038,5562,6038,1,1,1,0
0,0,1,1,57,204,0,2626,206,3750,5894,6039,5563,6039,1,1,1,0
0,0,1,0,326,478,11,88,698,5766,5895,6040,5564,6040,2799,1,1,0
0,0,1,1,777,193,22,3365,7679,5767,5896,6041,5565,6041,2800,1,1,0
0,0,1,1,149,407,4,43,115,5768,5897,6042,5566,6042,2801,1,1,0
0,1,0,0,1302,1104,25,149030,50489,3758,5898,6043,5567,6043,1,1,1,0
0,1,1,0,3639,417,16,8352,4576,5769,5899,6044,5568,6044,2802,1,1,0
0,1,1,1,200,74,3,38,301,5770,5900,6045,5569,6045,2803,1,1,0
0,0,1,1,2239,3186,10,36489,14058,5771,2992,6046,5570,6046,1,1,1,0
0,1,0,0,11800,11142,2005,14496,56772,5772,5901,6047,5571,6047,2804,1,1,0
0,0,1,1,33,204,3,287,968,5773,5902,6048,5572,6048,1,1,1,0
0,0,0,0,11256,975,125,143368,73022,5773,5903,6049,5573,6049,2805,1,1,0
0,0,1,0,348,927,7,2400,6632,5774,5904,6050,5574,6050,1,1,1,0
0,1,1,0,2237,2311,46,39,193362,5775,5905,6051,5575,6051,2806,1,1,0
1,1,1,0,56218,3825,1063,2141,26495,5776,5906,6052,5576,6052,2807,1,1,0
0,1,1,0,147,560,8,6258,730,5777,5907,6053,5577,6053,1,1,1,0
0,1,1,0,392,658,14,1441,13362,5778,5908,6054,5578,6054,1,1,1,0
0,0,0,0,221,926,9,8424,4056,5779,5909,6055,5579,6055,1,1,1,0
0,0,1,0,36,118,1,1188,28813,5780,5910,6056,5580,6056,1,1,1,0
0,1,1,1,136,1347,1,1965,333,5781,5911,6057,5581,6057,1,1,1,0
0,1,1,0,267,383,22,5828,5800,5782,3591,6058,5582,6058,2808,1,1,0
0,1,0,0,75,465,0,9834,1388,5783,5912,6059,5583,6059,1,1,1,0
0,0,1,1,1135,1728,16,2281,1262,5784,5913,6060,5584,6060,2809,1,1,0
0,1,1,1,485,1243,19,81745,57090,5785,5914,6061,5585,6061,1,1,1,0
0,1,1,0,987,1703,23,373,1037,5786,5915,6062,5586,6062,1,1,1,0
1,1,1,0,2469,2899,81,6510,21030,5787,5916,6063,5587,6063,2810,1,1,0
0,0,1,1,18,59,0,1624,258,3775,5917,6064,5588,6064,1,1,1,0
1,1,1,0,17217,1399,48,6044,3506,5788,5918,6065,5589,6065,2811,1,1,0
0,1,0,0,370,289,2,958,3545,3781,5919,6066,5590,6066,1,1,1,0
0,1,1,0,8359,1040,158,25928,6389,3784,5920,6067,5591,6067,1,1,1,0
0,1,1,0,1412,794,26,43706,55486,5789,5921,6068,5592,6068,1,1,1,0
0,1,1,0,57,339,2,1382,1771,5790,5922,6069,5593,6069,1,1,1,0
0,1,1,0,421,840,12,8942,4908,5791,5923,6070,5594,6070,2812,1,1,0
0,0,1,0,16,30,1,13,464,3787,5924,6071,5,6071,1,1,1,0
0,0,0,0,1199,1349,23,10791,7560,3787,4656,6072,5595,6072,2813,1,1,0
0,1,1,0,3784,390,77,8972,77671,3788,5925,6073,5596,6073,1,1,1,0
0,0,1,0,52,744,0,2049,773,5792,946,6074,5,6074,1,1,1,0
0,0,0,0,283,269,4,45773,5174,5793,5926,6075,5597,6075,1,1,1,0
0,0,1,1,94,331,0,6629,2824,5794,5927,6076,5598,6076,2814,1,1,0
0,1,1,0,139,199,6,2440,4782,5795,5928,6077,5599,6077,1,1,1,0
0,0,1,0,5715,174,51,2478,53982,5796,5929,6078,5600,6078,2815,1,1,0
0,1,1,0,858,779,14,949,5785,5797,5930,6079,5601,6079,2816,1,1,0
1,0,1,0,67596,1704,720,17502,59009,3794,5931,6080,5602,6080,1,1,1,0
0,1,1,1,230,340,1,8718,3153,3796,5932,6081,5603,6081,1,1,1,0
0,0,1,1,1858,632,53,277509,200175,5798,5933,6082,5604,6082,1,1,1,0
0,1,1,0,267,389,0,13430,14517,5798,656,6083,5605,6083,1,1,1,0
0,1,1,0,2075,1705,66,29513,17479,5799,5934,6084,5606,6084,1,1,1,0
0,0,1,0,159,214,0,3893,1947,5800,2593,6085,5,6085,1,1,1,0
1,0,1,0,637209,506,13459,109,12420,3800,5935,6086,5607,6086,1,1,1,0
0,1,0,0,707,697,24,3435,1116,5801,5936,6087,5608,6087,1,1,1,0
0,0,1,0,4187,2313,33,173,51779,5802,5937,6088,5609,6088,2817,1,1,0
0,1,0,0,788,1459,6,9400,10282,5803,5938,6089,5610,6089,1,1,1,0
1,1,0,0,127502,1790,679,10952,6714,5804,5939,6090,5611,6090,2818,1,1,0
0,0,1,1,124,503,1,57054,9766,5805,5940,6091,5612,6091,1,1,1,0
0,1,1,1,689,452,0,10045,3846,5805,5941,6092,5613,6092,2819,1,1,0
0,0,1,0,2187,990,86,41910,25284,5806,5942,6093,5614,6093,2820,1,1,0
0,0,0,0,376,901,11,2469,4339,5807,5943,6094,5615,6094,1,1,1,0
